s.n.,name_of_province,district_name_english,district_name_nepali,palika_name_english,palika_name_nepali,palika_type,total_wards,municipal_center_english,municipal_center_nepali,municipal_center_sec_source,total_palikas,website,email,area_sq_km,total_population,total_male,total_female,total_households,long,lat,remarks
486,5,BANKE,बाँके,Janki,जानकी गाउँपालिका,Gaunpalika,6,khaurakhurda,खौरखुर्दा,khaurakhurda,3,http://www.janakimunbanke.gov.np/,info@janakimunbanke.gov.np,63.32,37839,19433,18406,6724,81.6052746,28.1119771,
487,5,BANKE,बाँके,Khajura,खजुरा गाउँपालिका,Gaunpalika,8,Bagheshwori Khajura Bazar,बाघएश्वोरी खजुरा बजार,Bagheshwori,4,http://www.khajuramun.gov.np/,info@khajuramun.gov.np,102,51431,23200,28231,10879,81.58567,28.12053,
488,5,BANKE,बाँके,Kohalpur,कोहलपुर नगरपालिका,Nagarpalika,15,Kohalpur,कोहलपुर,Kohalpur,5,http://www.kohalpurmun.gov.np/,,184,70647,34112,36535,15483,81.689699,28.20033,
489,5,BANKE,बाँके,Narainapur,नरैनापुर गाउँपालिका,Gaunpalika,6,Narainapur,नरैनापुर्,Narainapur,6,http://www.narainapurmun.gov.np/,info@narainapurmun.gov.np,172,33724,17393,16331,5666,81.847229,27.8984,
490,5,BANKE,बाँके,Nepalgunj,नेपालगञ्ज उपमहानगरपालिका,Upamahanagarpalika,23,Nepalganj,नेपालगन्ज्,Nepalganj,7,http://www.nepalgunjmun.gov.np/,,85.94,138951,70877,68074,27892,81.618447,28.06056,
491,5,BANKE,बाँके,Rapti Sonari,राप्ती सोनारी गाउँपालिका,Gaunpalika,9,Aagaeya,आगएय,Aagaeya,8,http://www.raptisonarimun.gov.np/,info@raptisonarimun.gov.np,1040,61164,29202,31962,10984,81.9554,28.0452,
492,5,BARDIYA,बर्दिया,Badhaiyatal,बढैयाताल गाउँपालिका,Gaunpalika,9,Maunpokhari,मौनपोखरि,Maunpokhari,1,,,115,47868,22296,25572,10333,81.48011,28.1851,
493,5,BARDIYA,बर्दिया,Bansagadhi,बाँसगढी नगरपालिका,Nagarpalika,9,Bansgadhi,बन्सघाधि,Bansgadhi,2,http://www.bansgadhimun.gov.np/,,206,50445,23776,26669,10021,81.517583,28.24244,
494,5,BARDIYA,बर्दिया,Barbardiya,बारबर्दिया नगरपालिका,Nagarpalika,11,Magaragadhi,मगरगधि,Magaragadhi,3,http://www.barbardiyamun.gov.np/,,227,68012,32673,35339,13268,81.38653,28.31685,
495,5,BARDIYA,बर्दिया,Geruwa,गेरुवा गाउँपालिका,Gaunpalika,6,Pashupatinagar,पशुपती नगर्,Pashupatinagar,4,,,78.41,34871,16434,18437,6135,81.1870382,28.4755616,
496,5,BARDIYA,बर्दिया,Gulariya,गुलरीया नगरपालिका,Nagarpalika,12,Gulariya,गुलरीया,Gulariya,5,http://www.gulariyamun.gov.np/,,118,66679,33427,33252,13064,81.34356,28.20346,
497,5,BARDIYA,बर्दिया,Madhuwan,मधुवन नगरपालिका,Nagarpalika,9,Sanosritaratal,सनोसृतरतल्,Sanosritaratal,6,http://www.madhuwanmun.gov.np/,,130,46437,21503,24934,9569,81.270881,28.2973775,
498,5,BARDIYA,बर्दिया,Rajapur,राजापुर नगरपालिका,Nagarpalika,10,Rajapur,राजापुर्,Rajapur,7,http://www.rajapurmun.gov.np/,,127,59553,28921,30632,10916,81.0919034,28.4300606,
499,5,BARDIYA,बर्दिया,Thakurbaba,ठाकुरबाबा नगरपालिका,Nagarpalika,9,Babai,बाबाइ,Babai,8,http://www.thakurbabamun.gov.np/,,105,44316,20764,23552,8652,81.3243813,28.4539873,
500,5,DANG,दाङ,Babai,बबई गाउँपालिका,Gaunpalika,7,Hapure,हपुरे,Hapure,1,http://www.babaimun.gov.np/,,201,23193,10466,12727,5085,82.051103,28.15845,
501,5,DANG,दाङ,Banglachuli,बंगलाचुली गाउँपालिका,Gaunpalika,8,Kavre,काभ्रे,Kavre,2,http://www.bangalachulimun.gov.np/,banglachulirmun@gmail.com,245,24663,11081,13582,4798,82.628532,28.00909,
502,5,DANG,दाङ,Dangisharan,दंगीशरण गाउँपालिका,Gaunpalika,7,Hekuli,हेकुलि,Hekuli,3,http://www.dangisharanmun.gov.np/,ito.dangisharanmun@gmail.com,111,22339,10415,11924,4608,82.205407,28.09647,
503,5,DANG,दाङ,Gadhawa,गढवा गाउँपालिका,Gaunpalika,8,Gadhawa,गधवा,Gadhawa,4,http://www.sukidahamun.gov.np/,ito.sukidahamun@gmail.com,359,38592,18489,20103,7267,82.54278,27.77722,
504,5,DANG,दाङ,Ghorahi,घोराही उपमहानगरपालिका,Upamahanagarpalika,19,Ghorahi,घोरहि,Ghorahi,5,http://www.ghorahimun.gov.np/,,522,156164,72329,83835,35419,82.48189,28.03517,
505,5,DANG,दाङ,Lamahi,लमही नगरपालिका,Nagarpalika,9,Lamahi,लामाहि,Lamahi,6,http://www.lamahimun.gov.np/,,327,47655,22898,24757,9432,82.52623,27.86831,
506,5,DANG,दाङ,Rajpur,राजपुर गाउँपालिका,Gaunpalika,7,Rajpur,राजपुर्,Rajpur,7,http://www.rajpurmundang.gov.np/,,577,25037,12251,12786,4473,82.3432312,27.8753343,
507,5,DANG,दाङ,Rapti,राप्ती गाउँपालिका,Gaunpalika,9,Lalmatiya,लाल्मतिय,Lalmatiya,8,,,161,40764,19463,21301,8055,82.7152197,27.844741,
508,5,DANG,दाङ,Shantinagar,शान्तिनगर गाउँपालिका,Gaunpalika,7,Shantinagar,शान्तिनगर्,Shantinagar,9,http://www.shantinagarmun.gov.np/,,116,24348,11163,13185,5175,82.21949,28.15677,
509,5,DANG,दाङ,Tulsipur,तुल्सीपुर उपमहानगरपालिका,Upamahanagarpalika,19,Tulsipur,टुल्सिपुर्,Tulsipur,10,http://www.tulsipurmun.gov.np/,,385,141528,66675,74853,31243,82.298305,28.1311,
510,5,GULMI,गुल्मी,Chandrakot,चन्द्रकोट गाउँपालिका,Gaunpalika,8,Shantipur,शान्तिपुर्,Shantipur,1,http://www.chandrakotmun.gov.np/,chandrakotrmun@gmail.com,106,21827,9395,12432,5121,83.415619,28.1054,
511,5,GULMI,गुल्मी,Chatrakot,छत्रकोट गाउँपालिका,Gaunpalika,6,Choyaga,चोयगा,Choyaga,2,http://www.chhatrakotmun.gov.np/,info@chhatrakotmun.gov.np,87.02,20982,8626,12356,5191,83.3448757,28.00522,
512,5,GULMI,गुल्मी,Dhurkot,धुर्कोट गाउँपालिका,Gaunpalika,7,Jaisithok Babort,जैसिथोक बबोर्त्,Jaisithok Babort,3,http://www.dhurkotmun.gov.np/,dhurkotmun@gmail.com,83.29,22454,9607,12847,5307,83.1578674,28.1068057,
513,5,GULMI,गुल्मी,Gulmidarbar,गुल्मी दरबार गाउँपालिका,Gaunpalika,7,Gaundakot,गाउँदाकोत्,Gaundakot,4,http://www.gulmidarbarmun.gov.np/,,80,22037,9124,12913,5266,83.295,28.04386,
514,5,GULMI,गुल्मी,Isma,ईस्मा गाउँपालिका,Gaunpalika,6,Isma Rajasthal,इस्मा राजास्थल्,Isma Rajasthal,5,http://www.ishmamun.gov.np/,- ismaruralmunicipality@gmail.com,81.88,20964,8908,12056,4716,83.1670417,28.1643074,
515,5,GULMI,गुल्मी,Kaligandaki,कालिगण्डकी गाउँपालिका,Gaunpalika,7,Purtighat,पुर्तिघाट,Purtighat,6,http://www.kaligandakimungulmi.gov.np/,gulmikaligandaki@gmail.com,101,18876,8275,10601,4098,83.55949,28.04765,
516,5,GULMI,गुल्मी,Madane,मदाने गाउँपालिका,Gaunpalika,7,Purkot Daha,पुर्कोत डह,Purkot Daha,7,http://www.madanemun.gov.np/,info@madanemun.gov.np/ gaupalikamadane@gmail.com,94.52,21899,9605,12294,4857,83.07528,28.14333,
517,5,GULMI,गुल्मी,Malika,मालिका गाउँपालिका,Gaunpalika,8,Arkhawang,अर्खावङ्,Arkhawang,8,http://www.malikamungulmi.gov.np/,malikagaupalika@gmail.com,92.49,21729,9602,12127,4550,83.12214,28.21679,
518,5,GULMI,गुल्मी,Musikot,मुसिकोट नगरपालिका,Nagarpalika,9,Wamitaksar,वमितक्सर्,Wamitaksar,9,http://www.musikotmungulmi.gov.np/,,115,32802,14209,18593,7075,82.46315,28.62332,
519,5,GULMI,गुल्मी,Resunga,रेसुङ्गा नगरपालिका,Nagarpalika,14,Resung,रेसुङ्,Resung,10,http://www.resungamun.gov.np/en,,83.77,32548,14354,18194,8353,83.2393845,28.0698053,
520,5,GULMI,गुल्मी,Ruru,रूरू गाउँपालिका,Gaunpalika,6,Baletaksar,बलेतक्सर्,Baletaksar,11,http://www.rurumun.gov.np/,ito.rurumun@gmail.com,67.36,19080,8112,10968,4827,83.38727,27.99272,
521,5,GULMI,गुल्मी,Satyawati,सत्यवती गाउँपालिका,Gaunpalika,8,Johang,जोहङ्,Johang,12,http://www.satyawatimun.gov.np/,Satyawatigaunpalika@gmail.com,116,23807,10162,13645,5526,83.436286,28.01995,
522,5,KAPILBASTU,कपिलवस्तु,Banganga,बाणगंगा नगरपालिका,Nagarpalika,11,Banganga,बाङ्गङा,Banganga,1,http://www.bangangamun.gov.np/,,234,75242,34933,40309,15965,83.170978,27.66355,
523,5,KAPILBASTU,कपिलवस्तु,Bijayanagar,बिजयनगर गाउँपालिका,Gaunpalika,7,Kurhuriya,कुर्हुरिय,Kurhuriya,2,,,173,36937,18831,18106,5670,82.7729838,27.6050407,
524,5,KAPILBASTU,कपिलवस्तु,Buddhabhumi,बुद्धभूमी नगरपालिका,Nagarpalika,10,Hanumanchowk,हनुमान्चोक,Hanumanchowk,3,http://www.buddhabhumimun.gov.np/,,367,64949,31583,33366,11521,83.00662,27.64897,
525,5,KAPILBASTU,कपिलवस्तु,Kapilbastu,कपिलबस्तु नगरपालिका,Nagarpalika,12,Kapilbastu,कपिल्वस्तु,Kapilbastu,4,http://www.kapilvastumun.gov.np/,,137,76394,38085,38309,12094,83.0476,27.54481,
526,5,KAPILBASTU,कपिलवस्तु,Krishnanagar,कृष्णनगर नगरपालिका,Nagarpalika,12,Krishnanagar,कृष्णनगर्,Krishnanagar,5,http://www.krishnanagarmun.gov.np/,,96.65,62360,32299,30061,8521,82.79469,27.50846,
527,5,KAPILBASTU,कपिलवस्तु,Maharajgunj,महाराजगन्ज नगरपालिका,Nagarpalika,11,Maharajganj,महाराजगन्ज्,Maharajganj,6,http://www.maharajgunjmun.gov.np/,,112,54800,28122,26678,7977,82.9757183,27.5559085,
528,5,KAPILBASTU,कपिलवस्तु,Mayadevi,मायादेवी गाउँपालिका,Gaunpalika,8,Pakadi,पकदि,Kamahariya,7,,,88.53,48218,24198,24020,6507,83.1499657,27.5235157,
529,5,KAPILBASTU,कपिलवस्तु,Shivaraj,शिवराज नगरपालिका,Nagarpalika,11,shivaraj,शिवराज,shivaraj,8,http://www.shivrajmun.gov.np/,,284,66781,33161,33620,11250,82.867259,27.64835,
530,5,KAPILBASTU,कपिलवस्तु,Suddhodhan,शुद्धोधन गाउँपालिका,Gaunpalika,6,Labani,लबनि,Labani,9,http://www.shuddhodhanmunkapilvastu.gov.np/,,91.7,45201,22733,22468,6346,83.21,27.51,
531,5,KAPILBASTU,कपिलवस्तु,Yashodhara,यसोधरा गाउँपालिका,Gaunpalika,8,Baidauli,बैदौलि,Bedauli,10,http://www.yasodharamun.gov.np/,"ito.yasodharamun@gmail.com,",67.56,38952,19694,19258,5413,83.04632,27.66256,
532,5,NAWALPARASI_W,नवलपरासी,Bardaghat,बर्दघाट नगरपालिका,Nagarpalika,16,Bardaghat,बर्दघाट,Bardaghat,1,http://www.bardghatmun.gov.np/,,178,61472,28137,33335,13415,83.774277,27.55056,
533,5,NAWALPARASI_W,नवलपरासी,Palhi Nandan,पाल्हीनन्दन गाउँपालिका,Gaunpalika,6,Kushma,कुश्मा,Kushma,2,,,44.67,35429,17311,18118,5881,83.677688,27.4797065,
534,5,NAWALPARASI_W,नवलपरासी,Pratappur,प्रतापपुर गाउँपालिका,Gaunpalika,9,Pratapur,प्रतापउर्,Pratapur,3,,,71.12,46401,23380,23021,7599,83.8173749,27.4560677,
535,5,NAWALPARASI_W,नवलपरासी,Ramgram,रामग्राम नगरपालिका,Nagarpalika,18,Ramgram,रामग्राम्,Ramgram,4,http://www.ramgrammun.gov.np/,,93.9,56845,27852,28993,10282,83.6731,27.53037,
536,5,NAWALPARASI_W,नवलपरासी,Sarawal,सरावल गाउँपालिका,Gaunpalika,7,Sarawal,सरवल्,Sarawal,5,,,73.19,36258,17734,18524,6420,83.7269806,27.504879,
537,5,NAWALPARASI_W,नवलपरासी,Sunwal,सुनवल नगरपालिका,Nagarpalika,13,Sunwal,सुन्वल्,Sunwal,6,http://www.sunwalmun.gov.np/,,174,55790,25585,30205,12018,83.639127,27.60695,
538,5,NAWALPARASI_W,नवलपरासी,Susta,सुस्ता गाउँपालिका,Gaunpalika,7,Kudiya,कुदिया,Kudiya,7,,,91.23,35890,17455,18435,6230,83.8702663,27.4551883,
539,5,PALPA,पाल्पा,Bagnaskali,बगनासकाली गाउँपालिका,Gaunpalika,9,Chirtungdhara,चिर्तुङ्धारा,Chirtungdhara,1,http://www.baganaskalimun.gov.np/,baganaskali.rural@gmail.com,84.16,21361,9010,12351,5270,83.5725425,27.8670018,
540,5,PALPA,पाल्पा,Mathagadhi,माथागढी गाउँपालिका,Gaunpalika,8,Jhadewa,झादेवा,Jhadewa,2,http://www.mathagadhimun.gov.np/,mathagadhimun@gmail.com,215,25017,11116,13901,5066,83.6629795,27.7913701,
541,5,PALPA,पाल्पा,Nisdi,निस्दी गाउँपालिका,Gaunpalika,7,Mityal,मित्यल्,Mityal,3,http://www.nisdimun.gov.np/,nisdi2007@gmail.com,195,22611,10215,12396,3891,83.92241,27.7706,
542,5,PALPA,पाल्पा,Purbakhola,पुर्वखोला गाउँपालिका,Gaunpalika,6,Ringneraha,रिङ्गनेरह,Ringneraha,4,http://www.purbakholamun.gov.np/,info@purbakholamun.gov.np,138,19589,8563,11026,4085,83.77908,27.81242,
543,5,PALPA,पाल्पा,Rainadevi Chhahara,रैनादेवी छहरा गाउँपालिका,Gaunpalika,8,Chhahara,छहरा,Chhahara,5,http://www.rainadevichhaharamun.gov.np/,rainadevichhaharamun@gmail.com,176,26469,11659,14810,6009,83.365192,27.87574,
544,5,PALPA,पाल्पा,Rambha,रम्भा गाउँपालिका,Gaunpalika,5,Pipaldanda,पिपल्डाँडा,Pipaldanda,6,http://www.rambhamun.gov.np/,,94.12,20190,8452,11738,4626,83.6545883,27.8525062,
545,5,PALPA,पाल्पा,Rampur,रामपुर नगरपालिका,Nagarpalika,10,Rampur,राम्पुर्,Rampur,7,http://www.rampurmun.gov.np/,,123,35396,15438,19958,8132,83.89457,27.87545,
546,5,PALPA,पाल्पा,Ribdikot,रिब्दीकोट गाउँपालिका,Gaunpalika,8,Khasyoli,खस्योलि,Khasyoli,8,http://www.ribdikotmun.gov.np/,info@ribdikotmun.gov.np,125,18770,7980,10790,4647,83.465286,27.87506,
547,5,PALPA,पाल्पा,Tansen,तानसेन नगरपालिका,Nagarpalika,14,Tansen,टन्सेन्,Tansen,9,http://www.tansenmun.gov.np/,,110,50405,22816,27589,13646,83.548699,27.8658,
548,5,PALPA,पाल्पा,Tinau,तिनाउ गाउँपालिका,Gaunpalika,6,Dobhan,डोभान्,Dobhan,10,http://www.tinaumun.gov.np/,tinaururalmunicipality@gmail.com,202,19085,8814,10271,3888,83.461975,27.74806,
549,5,PYUTHAN,प्यूठान,Ayirabati,ऐरावती गाउँपालिका,Gaunpalika,6,Baraula,बाराउला,Baraula,1,http://www.airawatimun.gov.np/,airawatirm@gmail.com,157,21910,9453,12457,4549,82.929521,28.0150996,
550,5,PYUTHAN,प्यूठान,Gaumukhi,गौमुखी गाउँपालिका,Gaunpalika,7,Puja,पुजा,Puja,2,http://www.gaumukhimun.gov.np/,gaumukhirm2073@gmail.com,139,25912,11627,14285,4869,82.9760877,28.2386826,
551,5,PYUTHAN,प्यूठान,Jhimruk,झिमरुक गाउँपालिका,Gaunpalika,8,Okkarkot,ओक्कर्कोत्,Okkarkot,3,http://www.jhimrukmun.gov.np/,info@jhimrukmun.gov.np,107,27931,12117,15814,5868,82.9616,28.13979,
552,5,PYUTHAN,प्यूठान,Mallarani,मल्लरानी गाउँपालिका,Gaunpalika,5,Pyuthan Khalanga ???,प्युठान खलङ्गा ? ? ?,Pyuthan,4,http://www.mallaranimun.gov.np/,ito.mallaranimun@gmail.com,80.08,18687,7981,10706,4342,82.88264,28.09118,
553,5,PYUTHAN,प्यूठान,Mandavi,माण्डवी गाउँपालिका,Gaunpalika,5,Naya gaun,नयाँ गाउँ,Naya gaun,5,http://www.mandavimun.gov.np/,mandavimun2073@gmail.com,113,15058,6577,8481,3068,82.7846726,28.0529659,
554,5,PYUTHAN,प्यूठान,Naubahini,नौबहिनी गाउँपालिका,Gaunpalika,8,Lung,लुङ्,Lung,6,http://www.naubahinimun.gov.np/,"naubahinirm@gmail.com,info@naubahinimun.gov.np",213,29801,13388,16413,5725,82.9012309,28.1964402,
555,5,PYUTHAN,प्यूठान,Pyuthan,प्यूठान नगरपालिका,Nagarpalika,10,Pyuthan Mun,प्युठान मुन्,Pyuthan Mun,7,http://www.pyuthanmun.gov.np/,,129,37930,16588,21342,8843,82.8556625,28.0974626,
556,5,PYUTHAN,प्यूठान,Sarumarani,सरुमारानी गाउँपालिका,Gaunpalika,6,Dhungegadhi,ढुङेगधि,Dhungegadhi,8,http://www.sarumaranimun.gov.np/,sarumarani2073@gmail.com,158,18209,8107,10102,3416,82.80972,27.9625,
